Country Name insrael,Country ISO3,Year,Indicator Name,Indicator Code,Value finaly israel,id Palestine numbers,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_start_date,event_end_date
Israel,ISR,1961,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,653.861.871.679.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,245000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,769.513.690.232.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,988.966.080.915.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,776.460.972.619.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),TX.VAL.MRCH.R2.ZS,351.450.756.027.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,776.460.972.619.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,653.861.871.679.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,81.732.733.959.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,408.663.669.799.755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,131.589.701.675.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,244700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,"Computer, communications and other services (% of commercial service exports)",TX.VAL.OTHR.ZS.WT,15.929.203.539.823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Commercial service exports (current US$),TX.VAL.SERV.CD.WT,113000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,557.522.123.893.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1961,Travel services (% of commercial service exports),TX.VAL.TRVL.ZS.WT,265.486.725.663.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Trade in services (% of GDP),BG.GSR.NFSV.GD.ZS,0,157836,Palestine,PSE,31.806.061,35.326.118,"[31.806061, 35.326118]",Recommended figure,Conflict,total,1,7/8/2024,7/8/2024,7/8/2024,2024,25906,Palestine: International armed conflict (IAC) (Demolitions) - Jerusalem Governorate - 01/07/2024,2024-07-01,7/31/2024
Israel,ISR,1962,"Service imports (BoP, current US$)",BM.GSR.NFSV.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,"Service exports (BoP, current US$)",BX.GSR.NFSV.CD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,271000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,309.918.737.955.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,874.664.003.043.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,169.383.678.231.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,645.433.459.923.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,633.158.267.401.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,33.400.868.648.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,945.030.713.498.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,635000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,839.344.778.705.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,521.341.943.613.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,220.507.166.482.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),TM.VAL.MRCH.R2.ZS,992.282.249.173.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,945.030.713.498.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,945.030.713.498.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Israel,ISR,1962,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,157.505.118.916.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
